lat_lon,latitude,longitude,city_state,time_updated,AQI,CO,H,NO2,Ozone,pm10,pm25
"-12.07053,-77.04317",-12.07053,-77.04317,"Lima,IL",11/8/2022 3:00,90,na,84,3.8,na,34,90
"40.812558,-96.675733",40.812558,-96.675733,"Lincoln,IA",11/8/2022 3:00,9,na,51.5,na,na,na,9
"46.139443,-122.961944",46.139443,-122.961944,"Longview,IL",11/8/2022 2:00,13,na,93,na,na,na,13
"34.1992,-118.53275",34.1992,-118.53275,"Girard,GA",11/8/2022 1:00,45,3.4,93,12.2,4.8,na,45
"42.603888888889,-5.587222222222",42.60388889,-5.587222222,"Leon,WV",11/8/2022 8:00,30,0.1,65.3,12.4,15.9,10,30
"43.4118,24.615006",43.4118,24.615006,"Plevna,MT",1/8/2020 7:00,51,0.1,54.7,16.9,na,51,na
"43.52965,-79.862449",43.52965,-79.862449,"Milton,NC",11/8/2022 4:00,10,na,79,3.8,10.4,na,5
"40.46218,-74.42944",40.46218,-74.42944,"Edison,WA",11/8/2022 4:00,20,2.3,57,1.9,20,na,20
"33.720192,-84.357056",33.720192,-84.357056,"Atlanta,LA",11/8/2022 3:00,52,na,91,na,25.6,na,52
"53.76559,-2.680353",53.76559,-2.680353,"Preston,KS",11/8/2022 9:00,26,na,87,11,25.6,8,21
"49.179627,-2.09811",49.179627,-2.09811,"Jersey,GA",11/8/2022 9:00,135,na,82,na,na,73,135
"40.6041,-74.27517",40.6041,-74.27517,"Leesville,OH",11/8/2022 4:00,21,2.3,49,4.7,1,na,21
"39.114399,-77.106903",39.114399,-77.106903,"Olney,MT",11/8/2022 4:00,13,na,47,na,5.6,na,13
"41.683279,-71.169171",41.683279,-71.169171,"Fall River,KS",11/8/2022 3:00,22,0.1,68.5,3.8,21.6,na,17
"42.3149367,-83.0363633",42.3149367,-83.0363633,"Windsor,SC",11/8/2022 4:00,30,1.7,70,5.6,13.6,na,30
"41.171398,-73.195297",41.171398,-73.195297,"Fairfield,UT",11/8/2022 4:00,23,na,57,na,na,na,23
"52.0387126,23.1445026",52.0387126,23.1445026,"Alba,PA",11/8/2022 10:00,30,na,85,4.7,7,30,na
"30.356388888889,-81.635277777778",30.35638889,-81.63527778,"Jacksonville,MO",11/8/2022 4:00,28,na,93,3.1,11.4,22,28
"52.638797999972,-7.268113999933",52.638798,-7.268114,"Kilkenny,MN",11/8/2022 9:00,34,na,89.2,2.1,26,34,na
"42.76138,-84.562867",42.76138,-84.562867,"Waverly,AL",11/5/2022 2:00,52,na,55,1,32.8,na,52
"40.86369,14.25451",40.86369,14.25451,"Stella,NE",8/16/2022 9:00,16,3.2,77.8,9.6,16.3,9,28
"36.0487,-115.05294",36.0487,-115.05294,"Henderson,MD",5/18/2021 5:00,24,0.1,25.7,8.1,15.5,24,24
"48.59043,7.744983",48.59043,7.744983,"Strasburg,MO",11/3/2022 8:00,20,na,100,13.8,0.9,20,63
"-41.52663988,173.95608203",-41.52663988,173.956082,"Blenheim,SC",11/8/2022 21:00,56,na,87,na,na,17,56
"41.171398,-73.195297",41.171398,-73.195297,"Fairfield,TN",11/8/2022 4:00,23,na,57,na,na,na,23
"33.2190564,-97.1962872",33.2190564,-97.1962872,"Denton,KS",11/8/2022 2:00,53,na,97.9,3.5,10.4,na,53
"43.098908,-75.22507",43.098908,-75.22507,"Utica,KS",11/8/2022 3:00,25,na,78.6,na,na,na,25
"40.6041,-74.27517",40.6041,-74.27517,"Rozel,KS",11/8/2022 4:00,21,2.3,49,4.7,1,na,21
"34.18198,-118.36304",34.18198,-118.36304,"Burbank,OK",11/8/2022 1:00,14,na,93,5.7,13.6,na,5
"40.002734,-82.994404",40.002734,-82.994404,"Columbus,ND",5/25/2020 10:00,-,na,56.3,3.8,na,na,na
"35.65188,-87.0096",35.65188,-87.0096,"Columbia,SD",11/8/2022 3:00,13,na,78,na,na,na,13
"40.743156,-73.585513",40.743156,-73.585513,"Roosevelt,MN",11/8/2022 3:00,24,1.4,54,5.9,18,na,24
"38.77335,-77.10468",38.77335,-77.10468,"Woodlawn,AR",11/8/2022 4:00,15,0.1,37,1.8,13.9,9,15
"41.206402,-111.975197",41.206402,-111.975197,"Roy,MT",11/8/2022 2:00,29,0.6,32,1.9,28.9,na,16
"14.3036345,121.0781493",14.3036345,121.0781493,"San Pedro,NM",10/6/2021 12:00,-,na,70.1,190.8,216.5,na,na
"41.206402,-111.975197",41.206402,-111.975197,"Summit,OK",11/8/2022 2:00,29,0.6,32,1.9,28.9,na,16
"38.1935,-85.7121",38.1935,-85.7121,"Okolona,AR",11/8/2022 4:00,23,2.3,32,8.8,na,14,23
"36.1092,-79.8011",36.1092,-79.8011,"Greensboro,IN",11/8/2022 4:00,16,na,88.7,na,na,16,5
"52.3758916,9.7320104",52.3758916,9.7320104,"Hanover,WI",11/8/2022 9:00,14,na,78,6.9,14.3,9,na
"-12.07053,-77.04317",-12.07053,-77.04317,"San Isidro,TX",11/8/2022 3:00,90,na,84,3.8,na,34,90
"39.114399,-77.106903",39.114399,-77.106903,"Rockville,SC",11/8/2022 4:00,13,na,47,na,5.6,na,13
"25.73,-100.30972222222",25.73,-100.3097222,"Monterey,VA",11/8/2022 2:00,34,10.4,83,10,8,19,34
"46.7244,-117.18014",46.7244,-117.18014,"Pullman,WV",11/8/2022 2:00,33,na,82,na,na,na,33
"36.506015647598,-6.2685723945374",36.50601565,-6.268572395,"Cadiz,IN",11/8/2022 8:00,40,0.1,90.5,14.7,12.3,25,40
"34.7561,-92.2758",34.7561,-92.2758,"Huntersville,WV",11/8/2022 3:00,23,na,72,na,13.6,na,23
"40.7127837,-74.0059413",40.7127837,-74.0059413,"Astoria,SD",11/8/2022 3:00,29,4.8,48.6,16.6,98.1,na,29
"33.569166666667,-112.19138888889",33.56916667,-112.1913889,"Peoria,OK",11/8/2022 2:00,46,4.5,25,22.3,5.6,23,46
"-37.722477,145.0576",-37.722477,145.0576,"Epping,ND",11/8/2022 19:00,22,3.5,76.5,12.1,12.8,22,3
"43.2500208,-79.8660914",43.2500208,-79.8660914,"Hamilton,IA",11/8/2022 4:00,25,1.5,79.5,9.3,7.3,na,25
"34.10367,-117.62906",34.10367,-117.62906,"Upland,NE",11/7/2022 20:00,6,1.6,87.5,7.5,0.1,6,6
"41.594427,-87.495044",41.594427,-87.495044,"Hammond,MN",11/8/2022 3:00,24,na,67,na,na,na,24
"25.73,-100.30972222222",25.73,-100.3097222,"Monterey,KY",11/8/2022 2:00,34,10.4,83,10,8,19,34
"42.76138,-84.562867",42.76138,-84.562867,"Lansing,MN",11/5/2022 2:00,52,na,55,1,32.8,na,52
"39.10465,-94.57055",39.10465,-94.57055,"Westport,SD",11/8/2022 3:00,16,na,49,4.8,na,16,1
"30.356388888889,-81.635277777778",30.35638889,-81.63527778,"Jacksonville,GA",11/8/2022 4:00,28,na,93,3.1,11.4,22,28
"39.8356,-75.3725",39.8356,-75.3725,"Chester,OK",11/8/2022 3:00,24,na,62.6,1.9,9.6,na,24
"40.6041,-74.27517",40.6041,-74.27517,"Linden,NC",11/8/2022 4:00,21,2.3,49,4.7,1,na,21
"55.85917,-4.258889",55.85917,-4.258889,"Glasgow,IL",11/8/2022 9:00,20,na,93.6,27.9,13.1,9,20
"37.892595055141,-4.7801234744914",37.89259506,-4.780123474,"Cordova,NE",11/8/2022 8:00,63,0.1,69,22,7.4,39,63
"40.002734,-82.994404",40.002734,-82.994404,"Franklin,IA",5/25/2020 10:00,-,na,56.3,3.8,na,na,na
"33.720192,-84.357056",33.720192,-84.357056,"Atlanta,NE",11/8/2022 3:00,52,na,91,na,25.6,na,52
"-39.638873262,176.85880199271",-39.63887326,176.858802,"Hastings,OK",11/8/2022 21:00,6,na,68,na,na,6,na
"34.14437,-117.85038",34.14437,-117.85038,"Glendora,MS",11/8/2022 1:00,83,1.2,94,1.1,13.6,8,83
"32.329111,-90.182722",32.329111,-90.182722,"Pearl,IL",11/8/2022 3:00,53,1.2,91,na,10.4,20,53
"-37.8073959,144.97",-37.8073959,144.97,"Brunswick,NE",11/8/2022 20:00,37,0.7,78.8,3.8,14.5,11,37
"5.384388,100.3896169",5.384388,100.3896169,"Georgetown,AR",11/8/2022 16:00,49,na,94,na,na,na,na
"52.619823,-1.127311",52.619823,-1.127311,"Lester,AL",11/8/2022 9:00,29,na,85,6.5,28.5,10,25
"46.4846547,30.6964293",46.4846547,30.6964293,"Odessa,MN",3/6/2020 21:00,90,na,99.9,na,na,54,90
"50.8503396,4.3517103",50.8503396,4.3517103,"Brussels,IL",11/4/2022 7:00,46,na,87,na,na,15,46
"26.601944444444,-81.877777777778",26.60194444,-81.87777778,"Iona,MN",9/28/2022 8:00,11,na,88,na,10.6,15,21
"33.403055555556,-112.07527777778",33.40305556,-112.0752778,"Central City,SD",11/8/2022 2:00,62,11.2,56,4.7,19.2,39,62
"42.3584308,-71.0597732",42.3584308,-71.0597732,"Boston,KY",11/8/2022 3:00,22,2.3,45,5.6,21.6,na,21
"42.3584308,-71.0597732",42.3584308,-71.0597732,"Boston,IN",11/8/2022 3:00,22,2.3,45,5.6,21.6,na,21
"38.66121,-121.73269",38.66121,-121.73269,"Woodland,MS",11/8/2022 0:00,22,na,90,na,22.4,na,9
"34.051102,-81.154999",34.051102,-81.154999,"Seven Oaks,TX",8/31/2020 8:00,155,na,87.5,na,na,na,155
"40.6041,-74.27517",40.6041,-74.27517,"Westfield,IA",11/8/2022 4:00,21,2.3,49,4.7,1,na,21
"46.66409,-122.96732",46.66409,-122.96732,"Centralia,IA",11/8/2022 2:00,8,na,93,na,na,na,8
"45.013611,-93.272049",45.013611,-93.272049,"Crystal,ND",11/8/2022 3:00,7,na,67,na,na,7,na
"61.1744921,-149.8344237",61.1744921,-149.8344237,"Brownville,NE",11/7/2022 23:00,10,na,77,na,na,10,na
"30.426666666667,-86.666111111111",30.42666667,-86.66611111,"Wright,MN",6/20/2022 12:00,25,na,66,na,17.5,14,25
"38.8577,-77.05922",38.8577,-77.05922,"Washington,VA",11/8/2022 4:00,15,0.1,32,1.3,13,9,15
"29.670025,-95.1285077",29.670025,-95.1285077,"Deer Park,AL",11/8/2022 2:00,9,1.2,100,11.3,8,7,9
"5.384388,100.3896169",5.384388,100.3896169,"Georgetown,MN",11/8/2022 16:00,49,na,94,na,na,na,na
"35.65188,-87.0096",35.65188,-87.0096,"Columbia,VA",11/8/2022 3:00,13,na,78,na,na,na,13
"45.735351083786,4.829801108221",45.73535108,4.829801108,"Ulen,IN",11/2/2022 9:00,28,na,74.5,9.4,0.6,na,28
"40.7127837,-74.0059413",40.7127837,-74.0059413,"Hudson,KS",11/8/2022 3:00,29,4.8,48.6,16.6,98.1,na,29
"-12.10863,-77.00777",-12.10863,-77.00777,"Peru,KS",11/8/2022 3:00,86,26.9,84,7.5,na,61,86
"49.419552777873,8.6766638893551",49.41955278,8.676663889,"Heidelberg,MN",11/8/2022 10:00,9,na,71,11.5,9,8,23
"44.9594,-93.0356",44.9594,-93.0356,"St. Paul,IA",11/8/2022 3:00,5,na,64,na,na,na,5
"40.83606,-73.92009",40.83606,-73.92009,"Adamsville,OH",11/8/2022 3:00,20,1.4,46,15.2,32,na,20
"40.740375,-75.3096237",40.740375,-75.3096237,"Dutchtown,MO",1/7/2016 7:00,-,na,92,26,1,3,na
"40.46218,-74.42944",40.46218,-74.42944,"Edison,NE",11/8/2022 4:00,20,2.3,57,1.9,20,na,20
"41.063526,-81.468956",41.063526,-81.468956,"Summitville,OH",11/8/2022 4:00,16,na,64,na,na,na,16
"41.864329,-87.748826",41.864329,-87.748826,"Oak Ridge,LA",11/8/2022 3:00,21,na,67,na,na,na,21
"53.37287,-3.022722",53.37287,-3.022722,"Liverpool,IL",11/8/2022 9:00,27,na,90,5.1,26.9,9,21
"43.315111,-79.802639",43.315111,-79.802639,"Burlington,WV",11/8/2022 4:00,9,na,82,11.2,4,na,9
"32.8200608,-96.8601165",32.8200608,-96.8601165,"Dallas,SD",11/8/2022 2:00,46,1.2,93.5,3.8,7.3,16,46
"55.464531,-4.631673",55.464531,-4.631673,"Ayr,NE",11/8/2022 5:00,25,na,93,1.1,24.7,9,19
"43.608528,-72.98246",43.608528,-72.98246,"Rutland,IA",11/8/2022 4:00,15,2.3,70,1.7,15.2,na,13
"45.5086699,-73.5539925",45.5086699,-73.5539925,"Montreal,MO",11/8/2022 3:00,14,6.4,58,3.7,14,na,9
"40.739264,-73.817694",40.739264,-73.817694,"Rosedale,NM",11/8/2022 3:00,26,1.4,49,5.9,20.8,na,26
"40.902886699711,-111.88449633822",40.9028867,-111.8844963,"Farmington,DE",11/8/2022 1:00,28,na,43,1,28.1,na,23
"55.934357,-3.46919",55.934357,-3.46919,"Livingston,SC",11/8/2022 6:00,9,na,76,3.9,16,4,9
"41.603056,-93.643056",41.603056,-93.643056,"Des Moines,NM",11/8/2022 3:00,19,na,53.7,4.3,29.6,na,19
"40.7127837,-74.0059413",40.7127837,-74.0059413,"Long Island,KS",11/8/2022 3:00,29,4.8,48.6,16.6,98.1,na,29
"39.8356,-75.3725",39.8356,-75.3725,"Chester,IA",11/8/2022 3:00,24,na,62.6,1.9,9.6,na,24
"-33.79425,150.9142",-33.79425,150.9142,"Seven Hills,CO",11/8/2022 19:00,24,1.2,69,1,17.6,6,24
"26.2262097,-98.291069",26.2262097,-98.291069,"Alton,UT",11/8/2022 2:00,21,na,91,na,16,na,21
"41.3536,-72.0789",41.3536,-72.0789,"Ledyard,IA",11/8/2022 2:00,18,na,51.2,na,na,12,18
"46.193654,6.214178",46.193654,6.214178,"Geneva,PA",11/4/2022 3:00,-,na,84,1.3,1,na,7
"53.59235,10.053724",53.59235,10.053724,"Hamburg,IL",11/8/2022 9:00,9,0.1,76,29.3,8.6,16,30
"48.786114,-123.717307",48.786114,-123.717307,"Duncan,IA",11/8/2022 1:00,25,na,95,0.9,9.2,na,25
"46.743889,-92.166946",46.743889,-92.166946,"Superior,IA",11/8/2022 3:00,6,na,69,na,na,na,6
"40.85361,14.27167",40.85361,14.27167,"Naples,IL",8/16/2022 9:00,14,3.6,77.8,16.5,na,14,8
"-26.178666,28.13314",-26.178666,28.13314,"Johannesburg,CA",11/8/2022 11:00,29,8.5,99,na,na,12,29
"41.171398,-73.195297",41.171398,-73.195297,"Fairfield,KY",11/8/2022 4:00,23,na,57,na,na,na,23
"50.260617,-119.270723",50.260617,-119.270723,"Vernon,IL",11/8/2022 1:00,34,na,79,2.1,9,34,28
"31.87952,-110.99644",31.87952,-110.99644,"Green Valley,WI",11/8/2022 2:00,33,2.1,57,1.7,32.8,15,9
"40.743156,-73.585513",40.743156,-73.585513,"Roosevelt,WA",11/8/2022 3:00,24,1.4,54,5.9,18,na,24
"43.653226,-79.3831843",43.653226,-79.3831843,"Toronto,IA",11/8/2022 4:00,17,1.8,79.4,10.2,5.6,na,17
"41.8932669,12.4753855",41.8932669,12.4753855,"Rome,IA",11/6/2022 23:00,25,na,42.5,9.6,15.1,9,25
"41.9136,-87.7239",41.9136,-87.7239,"Wilson,OH",11/8/2022 3:00,17,na,60.6,na,na,na,17
"40.92431,14.48133",40.92431,14.48133,"Nora,IL",8/15/2022 23:00,52,na,73.1,10.7,2.9,19,52
"39.534488,-105.070358",39.534488,-105.070358,"Littleton,WV",11/7/2022 23:00,17,1.9,60,9.2,13,12,17
"25.8925176,-97.4938295",25.8925176,-97.4938295,"Brownsville,OH",na,-,na,100,na,na,na,na
"51.5073509,-0.1277583",51.5073509,-0.1277583,"Chelsea,WI",11/8/2022 9:00,42,2.6,78.2,28.5,6.1,22,42
"40.28308,-74.74264",40.28308,-74.74264,"Princeton,ID",11/8/2022 4:00,37,na,63,1.9,21.6,na,37
"44.796959,20.475288",44.796959,20.475288,"Belgrade,NE",11/8/2022 9:00,97,na,90,11.1,1.3,36,97
"36.719637446546,-4.4474984960109",36.71963745,-4.447498496,"Malaga,NM",11/8/2022 9:00,49,0.1,70,29.8,2,34,49
"35.151588,-89.85022",35.151588,-89.85022,"Bartlett,NE",11/8/2022 3:00,44,na,86,na,16.8,na,44
"55.606388092041,13.0019636154175",55.60638809,13.00196362,"Malmo,NE",11/8/2022 10:00,26,na,89,5.2,11.3,9,26
"40.597988305117,-111.89417474947",40.59798831,-111.8941747,"Riverton,MN",11/8/2022 2:00,26,0.7,42,1.9,25.6,na,18
"27.779722222222,-82.419722222222",27.77972222,-82.41972222,"Ruskin,NE",11/8/2022 4:00,22,na,93,1,12,11,22
"30.3544356,-97.7602554",30.3544356,-97.7602554,"Austin,NV",11/8/2022 3:00,13,na,91,3.8,12.8,na,5
"51.258828,22.570467",51.258828,22.570467,"Lublin,WI",11/8/2022 10:00,77,0.1,75,10.1,10.4,28,77
"44.9594,-93.0356",44.9594,-93.0356,"St. Paul,AR",11/8/2022 3:00,5,na,64,na,na,na,5
"39.114399,-77.106903",39.114399,-77.106903,"Wheaton,KS",11/8/2022 4:00,13,na,47,na,5.6,na,13
"53.80378,-1.546472",53.80378,-1.546472,"Morley,IA",11/8/2022 9:00,25,3.8,na,24.3,21.2,11,25
"39.838199,-104.94984",39.838199,-104.94984,"Derby,IA",11/7/2022 23:00,34,6,52,14.2,0.5,34,68
"40.743156,-73.585513",40.743156,-73.585513,"Bethel,MO",11/8/2022 4:00,24,1.5,55.5,7.3,18,na,24
"41.051896,-73.763648",41.051896,-73.763648,"Rye,AR",11/8/2022 4:00,20,0.7,56,15.2,19.2,na,20
"61.3267,-149.569707",61.3267,-149.569707,"Eagle River,MI",11/8/2022 0:00,6,na,74,na,na,6,na
"39.303056,-94.376389",39.303056,-94.376389,"Liberty,KS",11/8/2022 3:00,10,na,46,na,30.4,na,10
"32.805408,-83.543521",32.805408,-83.543521,"Macon,NC",3/10/2022 13:00,43,na,59,na,27.2,na,43
"42.2575385,-83.2110375",42.2575385,-83.2110375,"Taylor,WY",11/8/2022 4:00,23,3.3,65.3,na,6.4,na,23
"50.260617,-119.270723",50.260617,-119.270723,"Vernon,CA",11/8/2022 1:00,34,na,79,2.1,9,34,28
"42.76138,-84.562867",42.76138,-84.562867,"Waverly,WA",11/5/2022 2:00,52,na,55,1,32.8,na,52
"41.3011,-72.9028",41.3011,-72.9028,"New Haven,IA",11/8/2022 1:00,20,1,48,0.5,14.7,20,20
"35.9919,-78.8964",35.9919,-78.8964,"Durham,KS",11/8/2022 4:00,25,na,65,na,na,14,25
"41.171398,-73.195297",41.171398,-73.195297,"Bridgeport,OK",11/8/2022 4:00,23,na,57,na,na,na,23
"38.2286,-85.6544",38.2286,-85.6544,"Newburg,ND",11/8/2022 4:00,24,2.3,34,3.8,24.1,14,20
"40.743156,-73.585513",40.743156,-73.585513,"Baldwin,IA",11/8/2022 4:00,24,1.5,55.5,7.3,18,na,24
"37.384249877647,-5.9596177518418",37.38424988,-5.959617752,"Seville,GA",11/8/2022 9:00,53,0.1,87.6,12.8,2.5,36,53
"59.3408269502832,18.0582536812784",59.34082695,18.05825368,"Stockholm,SD",11/8/2022 9:00,6,0.1,100,10.1,na,6,na
"43.30608,5.39579",43.30608,5.39579,"Marseilles,OH",11/3/2022 9:00,23,0.1,81,7.6,19.8,12,23
"39.055302,-76.878304",39.055302,-76.878304,"Calverton,VA",11/8/2022 4:00,26,1.2,48,2.3,25.6,na,na
"40.72698,-73.89312",40.72698,-73.89312,"Corona,SD",11/8/2022 4:00,26,na,49,na,na,na,26
"40.7127837,-74.0059413",40.7127837,-74.0059413,"Brooklyn Heights,MO",11/8/2022 3:00,29,4.8,48.6,16.6,98.1,na,29
"42.1406,-87.7994",42.1406,-87.7994,"Deerfield,VA",11/8/2022 3:00,20,na,76.2,na,18.4,na,20
"33.5531,-86.815",33.5531,-86.815,"Homewood,PA",10/28/2022 13:00,55,na,49,na,35.2,21,55
"55.703336,13.180275",55.703336,13.180275,"Lund,NV",11/8/2022 10:00,20,na,89,na,na,20,na
"37.76595,-122.39902",37.76595,-122.39902,"Frisco,NC",11/8/2022 1:00,25,2.3,88,3,24.8,na,9
"44.943114,-123.005934",44.943114,-123.005934,"Salem,NE",11/8/2022 1:00,60,na,99,na,na,na,60
"34.06653,-118.22676",34.06653,-118.22676,"Silver Lake,OR",11/8/2022 1:00,31,4.5,93,19.4,2.4,19,31
"40.83606,-73.92009",40.83606,-73.92009,"Melrose,IA",11/8/2022 4:00,21,1.4,43,15.2,32,na,21
"39.741667,-94.858333",39.741667,-94.858333,"St. Joseph,IA",11/8/2022 3:00,21,na,48,na,na,19,21
"41.6967,-86.2147",41.6967,-86.2147,"South Bend,NE",11/8/2022 4:00,28,na,81,1.2,12.1,na,28
"41.051896,-73.763648",41.051896,-73.763648,"Harrison,MT",11/8/2022 4:00,20,0.7,56,15.2,19.2,na,20
"55.945589,-3.182186",55.945589,-3.182186,"Edinburg,MO",11/8/2022 9:00,22,na,79,5.1,21.9,12,22
"39.2787,-84.36612",39.2787,-84.36612,"Palmyra,VA",11/8/2022 4:00,23,na,49,na,na,na,23
"40.902886699711,-111.88449633822",40.9028867,-111.8844963,"Centerville,WA",11/8/2022 1:00,28,na,43,1,28.1,na,23
"27.928333333333,-82.454444444444",27.92833333,-82.45444444,"Tampa,KS",11/8/2022 4:00,11,2.5,91,1,11,10,19
"52.614193,1.301976",52.614193,1.301976,"Norwich,OH",11/8/2022 9:00,26,na,82,3.2,26.4,10,25
"-12.467003,130.850577",-12.467003,130.850577,"Darwin,CA",11/8/2022 19:00,31,4.8,71.47,1.8,13.4,31,5
"39.114399,-77.106903",39.114399,-77.106903,"Rockville,NE",11/8/2022 4:00,13,na,47,na,5.6,na,13
"38.650259,-90.350463",38.650259,-90.350463,"Overland,NE",11/8/2022 3:00,25,na,63,na,na,na,25
"42.603888888889,-5.587222222222",42.60388889,-5.587222222,"Leon,OK",11/8/2022 8:00,30,0.1,65.3,12.4,15.9,10,30
"42.642253,-73.754576",42.642253,-73.754576,"Troy,SC",11/8/2022 4:00,23,2.3,64.6,na,2,na,23
